sentence,label,label_id
"This was produced by a series of electrical Concussions, in which Volleys of Hailstones were discharged from the Cloud-Batteries above.",passive,0
"The Triumvirate of the reign of terror was broken by his death and that of Marat, who had fallen under the avenging knife of Charlotte Corday in July, 1793.",passive,0
Most of the dwellings built during this era can still be distinguished by their gratuitous ugliness.,passive,0
"If nothing transpired during the next eight and forty hours, the corpse would be buried by the parish authorities.",passive,0
"Two very important influences were wisely utilized by Charlemagne in his work of civilization, namely, the political ideas of the Teutons, and the adhering power of the Christian Church.",passive,0
"It will be immediately admitted by every Unprejudiced mind, that the salaries of the Deputy-Commissaries should be increased, when the circumstances under which they are placed are duly considered.",passive,0
"He was followed by his ancient Butler, bearing a tray filled with drinks.",passive,0
These were reinforced during the night by a machine-gun company of the 25th division.,passive,0
"In those days we were often puzzled by the language, and in trying to make ourselves understood, were forced to resort to a great variety of Expedients.",passive,0
The interview was overheard by two men in an adjoining office.,passive,0
"The consular pair had never been married by ecclesiastical form, and many have since suggested that it was a discontented husband who had spoken in the manifest Partiality for easy divorce which Bonaparte displayed in discussing the civil code.",passive,0
"It was discovered by the post office in London, and they ’ ve returned it for inquiries.",passive,0
"The experiment was made by two Greeks, who, taking a very large kettle suspended by ropes with the mouth downward, fixed planks in it, on which they placed themselves, and with a lighted candle gradually descended to a considerable depth.",passive,0
"Even science was influenced by the old sympathetic magic view that woman could be contaminated by the touch of any other man than her husband, for the principle of Telegony, that the father of one child could pass on his characteristics to offspring by other fathers, lingered in biological teaching until the very recent discoveries of the physical basis of heredity in the Chromosomes.",passive,0
"You were actuated by the very highest and purest motives, that I am well aware.",passive,0
"In fact, every fault that it is possible for a Batsman to possess may be taken advantage of by a slow Bowler to a much greater extent than by one of great pace.",passive,0
"It was opened by her aunt, who held a small package in her hand, and spoke thickly, with her mouth full of Hairpins.",passive,0
"This level is marked by a projecting platform of reddish or yellow material, rich in specular iron, apparently part of the frothy Scum which formed on the surface of the lava and adhered to the side of the Basin at the moment of its being emptied.",passive,0
"These four dramas, each a separate unit perfect in itself and differing widely in treatment, are yet vitally related by reason of the one central theme, wrought out with rich imagery and with compelling dramatic power.",passive,0
"But their place is taken by rites and ceremonies, of which prayer is always foremost.",passive,0
"The race was won by S. von Phul, who covered the distance of 550 miles in 40 hours 40 minutes.",passive,0
"From this last they may be precipitated by an acid, indicating that they are held in solution by an alkali.",passive,0
Your absence is noted by all who know you.,passive,0
The art must be acquired by practice.,passive,0
"In this case the man had been bitten in the forehead by a snake, which was coiled up in his bed, as he was placing his head on the pillow.",passive,0
So far these examinations have been made by college professors.,passive,0
"His office in Yarmouth was filled by Mr. H. H. Baker, on May 13th.",passive,0
Artists will be chosen by the state and supported by the state.,passive,0
The Ainus are much sought after by the Japanese as wives.,passive,0
"Also when one is not able to attend a reception or an afternoon tea, cards may be sent by mail, although it is better to send them by messenger, to arrive on the day of the entertainment.",passive,0
The mind should be trained by these severe and careful methods until Exactness of expression becomes a second nature.,passive,0
"I was all shook up by the storm, and had a Splittin ’ headache.",passive,0
"In this situation they were found by the late General Andrew Lewis, in the year 1751.",passive,0
A large party of Germans advancing from the direction of Courcelette is dispersed by our artillery.,passive,0
The modern girl will be gradually inducted into her Life-Tasks by her teachers.,passive,0
"It was set up without the smallest authority about 1845 or 1846 by an old gentleman named Dean, who was a retired farmer, and an enterprising auctioneer named Dowse, who kept the “ Greyhound . ”",passive,0
The news that the roads had declared readiness to accept freight for Galveston and through Galveston was received by business men as tidings of great joy.,passive,0
"Studies are also being conducted by pollard and Associates at Pennsylvania state University in an attempt to formulate a theoretical basis for the description of the processes of synthesis, growth, division, and differentiation of the living cell.",passive,0
The story is then carried to its close by a well-known Finnish Sympathizer.,passive,0
"This family is noticeably distinguished from the Lily family by the inferior Ovary, and from the Amaryllis family by the three stamens.",passive,0
"A great deal of criticism has been flung at this first series of fights on the canal, mostly by Anglo-Egyptian civilians.",passive,0
These little rows were really precipitated by an atmosphere which was Surcharged with dissension.,passive,0
The water supply of Chicago was obtained from Lake Michigan by means of intake pipes and pumped to various parts of the city.,passive,0
We shall be governed by your votes.,passive,0
His ambassadors to the Muscovites were not even received by the victorious leaders.,passive,0
"It was tied fast by the roots, and then they lowered it into the opening, all taking hold of the other end, so that it might not slip from them.",passive,0
"It was propelled by compressed air, which Wauna said could be obtained whenever we needed a new supply at any village or country seat.",passive,0
All the inner processes of life are guarded by the hand of nature.,passive,0
"All details were shrouded by the darkness, but Whoever that horseman was, he was in a hurry.",passive,0
"This plausible story, the main facts of which, however, are admitted by the English warden, did not go far to pacify the Queen of England.",passive,0
She was deeply tanned by the sun.,passive,0
"Certainly, a great deal may be done by means of cheap entertainments, as you say, Lord Illingworth.",passive,0
"Ah, but it was being fired by Incendiary literature.",passive,0
It is topped by a helmet covered with a cloth and rising to a point.,passive,0
"A study of this subject has been made by the United States Department of Agriculture, and various recommendations have been published with a view to preventing the occurrence of sparks in the neighborhood of these dangerous dusts.",passive,0
"The bowels can best be regulated by diet, water, exercise, and habit.",passive,0
"Carna, who, herself Undismayed amidst all the tumult, was surrounded by a group of terrified men and women, stood facing him.",passive,0
The name of the father of Yellowhammer was given him by the gold hunters in accordance with their popular system of nomenclature.,passive,0
I am attracted by originality.,passive,0
The workers were not fooled by that propaganda then.,passive,0
"This post was Frontally attacked by a section of dismounted cavalry who, however, were held up by machine-gun fire until American machine guns came into action.",passive,0
But ever since the convention of Peking in 1860 it has been sought by indirect and unobtrusive means to assume the Protectorate over native Christians as well.,passive,0
"From Korat I was speedily conveyed by the prosaic means of a railway to the perplexing city of Bangkok, with its curious medley of East and West, old and new, its electric Trams, its Royal white elephants, its gilded pagodas and state umbrellas, and its forlorn collection of European legations.",passive,0
The Caliph was probably inspired by the idea of making in a reasonable manner the alteration which the ancient Egyptians had done badly in making their Seven-Palm Cubit out of simple proportion to the common Cubit.,passive,0
Every branch of human industry has been benefited by the discoveries of science.,passive,0
"At this conference, which the German Emperor stated in precise terms to have been called in view of the problems raised by international competition, a wide range of subjects was discussed by the delegates of the different States, including employment in mines, Sunday work, child labour, the employment of women and young persons, and administrative measures.",passive,0
"For some obscure reason, too, the Soldan with his green face and his red beard is intended by the artist to be alive.",passive,0
"The name of Orrin S. wood will be long remembered by Telegraph men as the first Telegraphist on the continent of America, a distinction worthy of record in the annals of telegraphy, and is the oldest Telegraph man living at the present time in America.",passive,0
"The ceremony was disturbed by young scholars, who Pelted with carrots and turnips the Mayor, recorder, and town clerk, as well as Colonel Upton and his troopers.",passive,0
"The preface is signed by the editor, Thomas hull, and dated London, Dec. 18, 1777.",passive,0
This property of space is called by Delbœuf Isogeneity.,passive,0
Each of the latter was followed by one of the former.,passive,0
Many explosions of boilers have been caused by accumulation of Scurf.,passive,0
"This was supposed by LYELL and many subsequent geologists to indicate part of an old course of the St. Lawrence, which had afterwards been blocked up by Glacial drifts.",passive,0
The little village of Edgewater was covered by the Inky pall of night.,passive,0
This lady Percy is stated by all ancient Heralds to have died childless.,passive,0
"In 1456, the lofty spire was struck by lightning, and one hundred feet fell upon the South aisle.",passive,0
"He was succeeded by Sir Edmund Monson, who also retired from age, and the present occupant is the right HON.",passive,0
"It was maintained, until a late era in our own English literature, by the Gibbons and Macaulays who Moulded themselves upon Cicero and Livy.",passive,0
They were particularly complimented by A. P. Hill.,passive,0
We are reminded by this conference of the debt and duty we owe to the society under whose auspices it meets.,passive,0
They were opposed by the government from without and by many of the Orthodox Jews from within.,passive,0
"Ours were openly wrought by God, with his high hand and Outstretched arm.",passive,0
"A fire was soon kindled in the centre of the platform, more wreckage was collected by Lewis in the boat, and either heaped on the blaze or piled around it to dry.",passive,0
"They had been carefully trained by Miss Barbour, the drill mistress, and went through their parts with a Joyousness reminiscent of the golden age.",passive,0
At the very beginning of his career he was complimented by Washington Irving on his good luck.,passive,0
"But the Southwestern Indians were not held in check by memories of recent defeat, and they were alarmed by the encroachments of the whites.",passive,0
But this is counterbalanced by the corresponding impulse of selfishness 63 and this impulse of sympathy itself is of very limited power 63,passive,0
"The revolt was fanned by the Russian emissaries, and it spread to Servia and Montenegro.",passive,0
His services to the Catholic Church were recognized in 1879 by his appointment as a cardinal.,passive,0
"The mind of the soldier is obsessed by a vision of Home-Coming for good, so vivid and alluring that it blots out nearly every other consideration.",passive,0
The vast amount of water circulating through the solid earth is shown by the calculations of the Committee on the underground waters of the Permian and new red Sandstones.,passive,0
"A similar development in all the comforts and luxuries of civilized life was swiftly followed by the downfall under Akhenaten, so in Crete the luxury of late Minoan II.",passive,0
The former site of the Lake is now marked by a notable flat.,passive,0
It was designed by the Argentine sculptor Matteo Alonso.,passive,0
"At last they are surrounded by the English guards and other foot, who keep firing on them and Smiting them to smaller and smaller numbers.",passive,0
"Still his evil state is partially tempered by the fact that he has to work in constant association with free workmen, and he seems to be treated with a moderate amount of consideration and good camaraderie.",passive,0
"“ they have been tested by fire, by water and by blood.",passive,0
"At the end of the corridor, their path was blocked by another door.",passive,0
"I was taken prisoner by the Jews, though through no fault of mine . ”",passive,0
"Energy from both these falls is made available at a single sub-station in Manchester, N. H., by a generating plant at both points and transmission lines thence to that city.",passive,0
The movements of the Foetus are plainly felt by the mother.,passive,0
The folly of this Overture was made manifest by the treatment which it received.,passive,0
"Its lovely valleys were watered by the Clearest rivers, and in the grandeur of its mountains, and the beauty of its Plains, by no other country under heaven could it be rivalled.",passive,0
"The Abbey, founded by Walter, the first of the Stuarts, in 1164, was Tenanted by a colony of Cluniac monks from Shropshire.",passive,0
Variations in parental display are indicated by the following observations.,passive,0
"While so doing, they were shot down by hundreds, but still they pressed on.",passive,0
These little Spines will get knocked off by contact with the world.,passive,0
This was rendered necessary by their separation from the ancient philosophy and their exclusion of authority.,passive,0
"Astonishment was followed by nervousness, and then came the struggle.",passive,0
Of course my taper was extinguished by my fall.,passive,0
"They were inaugurated by the first of the Boston readings on Monday, the 2ND of December, 1867.",passive,0
They had been attracted by the food she had put out for them.,passive,0
He was well received by the painters of Venice.,passive,0
He is replaced by a new one during the next.,passive,0
"I am impelled by no fanatical zeal, and have no creed or cult of my own to vindicate.",passive,0
"This will be hidden by a loose Louver, which is placed all along the ridge, so that the outline of the roof will appear straight and horizontal.",passive,0
The long spit of land which separated this sheet of water from the sea was pierced by two natural channels.,passive,0
The place of philosophy is taken henceforth by religion.,passive,0
"Meantime the battle of Valmy had been followed by that of Jemappes, fought November 6.",passive,0
"This was met by the Viceroy, the duke of Alcalá, by threatening any Bishop who did so with summary imprisonment.",passive,0
Colonel Carlyle was fairly maddened by her words.,passive,0
Another Roman picture is afforded us by the lottery.,passive,0
"I was thrilled by it, though I ought to have had sense enough to know what would happen.",passive,0
This policy has been proven by time to be the true one.,passive,0
"But this point is concealed by the Russian priests, who, with their natural proneness to symbolism, will explain that these onion domes are in reality modelled on rosebuds, thus typifying the embryo church on earth, destined to blossom hereafter in Heaven.",passive,0
"Upon the Fleece being removed it is gathered up by an attendant placed for the purpose, and handed over to the Sorter, who spreads it upon a table and removes dirty and jagged parts, and sometimes it is classed.",passive,0
"Such Sidings can be worked by a small ground frame opened or locked by a special key attached to the interlocking machinery in the adjoining signal cabin on a Double-Line railway, or attached to the train staff on a single line.",passive,0
"The left wing was commanded by major graves, and was composed of the companies of Hamilton, Williams, and Kelly.",passive,0
"She herself was softened by it, and she yielded one point in return.",passive,0
"Here, for the purpose of raising the railway to the proper level, the Bank of the old river bed had been destroyed for a short distance, and instead of the miniature red cliffs, with their leafy screen of brambles and dwarf Oaks, the Marsh was skirted by the ugly side of the embankment.",passive,0
His honest hunger was not disturbed by any vain speculations.,passive,0
"This Lake, which is the highest body of water in the Western Hemisphere, is Fed by streams of water from the andes and is so cold that ice is formed along the edge every night in the year although the Lake itself is never frozen over.",passive,0
"The smoking had been accompanied by drinking, and there were several speeches.",passive,0
"Without loss of time, the shopkeeper to whom the House belonged was bribed to loquacity by a purchase.",passive,0
"The pumps frequently got choked by the sand drawn in at the bottom of the well through the Snore-Holes, or Apertures through which the water to be raised is admitted.",passive,0
"Other guerilla work is done by craft which, from a height of anything under a thousand feet, machine-gun whatever worthwhile objects they spot.",passive,0
"Men have been made by their foibles, but in those cases weakness in some directions has been more than compensated for by strength in others.",passive,0
Both sides were lined by an ever-growing crowd.,passive,0
The Delinquencies of the day previous would then be published by the cadet Adjutant.,passive,0
"The upper Killarney Lake was created by the fairy Queen of Kerry to punish her lover, the young Prince O ’ Donohue.",passive,0
"On this occasion, instead of leading the procession, he was preceded by a priest, scarcely less gorgeously robed than himself, who held aloft a beautiful banner of crimson cloth Emblazoned with the figure of the sun.",passive,0
A lucky hour had been fixed by Astrology for cutting the hair,passive,0
Yet he would not be Cowed by such a visionary danger.,passive,0
"A Neat-Looking brick church had been erected by brother Frey, and Well-Built huts in which they were living at the time.",passive,0
"The sky in vignettes in the genuine is sometimes ruled by the ruling engine, and always appears soft, smooth, and perfectly done, and in this case the lines taper off gradually.",passive,0
They were hired by the woman who rented the room.,passive,0
"A Eunuch, arriving breathless to announce to a trembling Sultana that her son ’ s circumcision has been successfully accomplished, is followed by two others bearing upon silver and gold dishes to the mother and Validéh respectively the instruments used by the surgeon.",passive,0
"My brief visit to Paris was made more agreeable by the fact that my Kinsman, the HON . Henry Ledyard, was then in charge of the American embassy, in the absence of his father-in-law, General Lewis Cass, our Ambassador, who had returned to America for a visit.",passive,0
He was depressed by the knowledge that a second defeat would leave him not merely discredited but practically penniless.,passive,0
"Each pamphlet should be plainly numbered at its head by colored pencil, with the figure of its place in the volume, and the number of the case, containing it, which should also be Volumed, and assigned to shelves containing books on related subjects.",passive,0
"A rather melancholy call to arms was issued by General Birdwood, the pith of which was that for the first few days there would be no transport of any kind.",passive,0
"In the cities of Asia and Greece, some of the Vilest among the vile had been told by Paul, “ you must become new creatures in Christ, ” “ you must die to sin and rise again to righteousness . ”",passive,0
We are forbidden by the Emperor himself to accept a Gratuity.,passive,0
It was gradually superseded by a secret sectarian Organisation which was the absolute antithesis of all free development of democratic opinion and the complete negation of liberty and fair play.,passive,0
"Yet this cliff, which presents such an imposing appearance on the East, is separated on the West only by a shallow depression of a few feet from the long rugged ridge of the hills.",passive,0
"Their own party was usually joined by some or all of the three young men, whose hotel was not far away.",passive,0
Invalids were brought here by rough litters or on the backs of guides or horses.,passive,0
"The members of the new lodge, whether they are to be instituted by the grand master, or by a brother deputized by him, will, in either case, be notified by the master to assemble in their lodge room at the time determined upon.",passive,0
"He was somewhat Browned by the Spanish sunshine, and he had an indefinable air of bright hopefulness.",passive,0
The Rectory was built by the Marquis of Winchester.,passive,0
He was no longer swayed by Presidential aspirations.,passive,0
"When he again met the Senate face to face, he had been dropped by his own party in favor of George Clinton, to whom he surrendered the Vice-Presidency on March 5, 1805.",passive,0
"The test of Reasonableness was never applied by the court at common law to contracts or combinations or conspiracies in restraint of trade whose purpose was or whose necessary effect would be to stifle competition, to control prices, or establish monopolies.",passive,0
"Though a good price is generally paid for a novel if the author has once hit the public taste, only moderate terms can be secured by less known writers, and beginners must be content to part with their works for a very small sum.",passive,0
"She was interrupted by the returning waiter, who removed the sweet plates and cleared the table for the coffee.",passive,0
Entire districts have been Depopulated by them.,passive,0
Any increase of indirect taxation can be justified only by the present emergency.,passive,0
Intestinal Antisepsis may be attained more or less successfully by the administration of yeast or of Lactic acid Ferments together with suitable diet.,passive,0
"During the Civil War the Fort was garrisoned by a volunteer regiment and served as a detention place for prisoners taken during that conflict, but this structure saw no service in this war and, indeed, has never fired a shot in anger.",passive,0
"This absurd proposition was rejected by the good sense of the many, but even so it was an ominous token of hatred.",passive,0
"Now the boar was not Slain by the dogs that Yspaddaden had mentioned, but by Cavall, Arthur ’ s own dog.",passive,0
Yet that name might have been used by stronger men to trouble my England.,passive,0
The present building was erected in 1825 by hopper.,passive,0
"The door leading to the park was Bricked up by the professor, as he was always afraid that undesirable people might enter and steal the secrets of his experiments.",passive,0
Several bodies which had not been fused before were fused by this flame ....,passive,0
"The Tataupa Tinamou was first described by Azara as an Inhabitant of Paraguay, whence it extends into the northern provinces of the Argentine Republic.",passive,0
"His body and soul were shaken by the Vibrations of the siren, whose Long-Drawn warning was being echoed from out of the mists.",passive,0
Each of the wings was occupied by three good Bed-Rooms.,passive,0
"These are Entrapped by Cunningly-Devised Inclosures called pounds, several of which are located along the adjacent shores and Islands.",passive,0
"For him, a position separate from all the other arts is held by music.",passive,0
The Slip-Panels between are guarded by four men.,passive,0
"They had been anticipated by Gaius Norbanus and Decidius Saxa, who had crossed over into Ionium before Staius reached there, had occupied the whole country as far as Pangaeum, and had encamped near Philippi.",passive,0
Such a large number of slaves could be supplied only by organized slave raiding in every corner of Africa.,passive,0
"Often special patterns were purchased for a new home by a young lover, and into their selection went fond and happy thoughts of the Bride-To-Be.",passive,0
"This is replaced by Etiolin, giving the plant a pale, waxy, yellow appearance.",passive,0
Infection at a distance was also produced by the Wafting of the Corpuscles through the air.,passive,0
Each of these propositions had been rejected by the parties respectively.,passive,0
"The House of Lords is strengthened by the new recruits, and we still have our Elcho to make jokes, and our Hardy to preach sermons.",passive,0
"She is solemnly offered by the sovereign to his God, and the Deity responds by laying her in the heart of his Worshipper, to manifest her everlastingly before the gods.",passive,0
"The steamer had been hindered by a fog, and the passengers had not been landed at hull until that morning, so that Sigrid had only had time to Telegraph the hour of her arrival, and had been unable to wait for a reply to tell her of Frithiof ’ s state.",passive,0
"The completion of this building was interfered with by the rebellion of 1869-70, but the arrival of the troops and the coming of a few Canadians led to the partial fitting up of the church in 1870, a committee consisting mostly of the officers and men of the volunteer force doing the work necessary.",passive,0
The men who walked ahead had been attracted by the commotion.,passive,0
"On the spring day when Fawcett made his first call at the busy post office, he was warmly received by his predecessor and political opponent, Lord John manners, and introduced by him to the leading officials.",passive,0
He was met by a blank look from Barry.,passive,0
"This cottage was designed by P.F . Robinson, Esq . who has evinced considerable taste in a publication on cottages and Cottage-Villas, as well as in the execution of various buildings.",passive,0
The same idea or discovery may be brought out by different individuals independently and apart from each other.,passive,0
"The use of Eastern black Walnut as Understock has been practised by several Orchardists and Nurserymen, and a few will have trees for sale in the near future.",passive,0
"But when they were half through, they were suddenly disturbed by a noise from the harbor.",passive,0
Similarly gold was discovered in both Australia and Brazil by the purest chance.,passive,0
These signals were answered by nine planes that were following Epworth ’ s guidance through the silent night lanes.,passive,0
"One of the terminals of the machine should be connected by a wire with the inner coating of a Half-Pint Leyden jar, the other with the outer coating, and the discharging balls should be set a quarter of an inch apart.",passive,0
Nearly three million dollars had been expended by the Western Union in this attempt.,passive,0
"In 1882, Miss Clara Barton was delegated by the President of the United States to represent this country at the Congress of the Red Cross Committee, and was made a member of the International board of managers when the United States signed the International treaty.",passive,0
"It is determined by cerebral laws, 255.",passive,0
"No writing was done by artificial light, talking was prohibited, and none but the scribes was allowed in the room.",passive,0
One-quarter would be affected by blight and some of those would be good but not all?,passive,0
"His face was also marred by the seal of commonness which trade impresses on so many men, the result of the Subjection of the intellect to the will, and of the impossibility of grasping things except as they relate to self.",passive,0
"A considerable part of Western America has been ferried across the city by Lake Michigan, in these institutions.",passive,0
"These and similar problems, however, will doubtless be cleared up by the progress of excavation and research.",passive,0
"This deficiency of nature may be explained by the want of proper nutrition, or to physical causes within human control, for all proportions in nature are harmonious.",passive,0
"Curiously enough, this particular pistol was purchased from a Gunsmith by W. fall Gardner, of New York City, while at Wiesbaden, Germany, in 1920, and while with the American army of occupation.",passive,0
"Thereupon general Beauregard, who had left the United States Army to take charge of the fortifications at Charleston, was ordered by President Davis to demand its evacuation.",passive,0
What can be meant by the empirical treatment of language?,passive,0
"Bereft of his wife, his home is cared for by a succession of domestics of varying degrees of inefficiency until, from a most unpromising source, comes a young woman who not only becomes his wife but commands his respect and eventually wins his love.",passive,0
"Cleopatra ’ s power and authority were much resented by the New-Comers, to whom the existing situation was something of a revelation.",passive,0
"M. de Launay, its governor, was killed by a bayonet thrust, and his head cut from his body and carried through the streets upon a pitchfork.",passive,0
"Yet we are not advised by either of the three professors named that the Italians and Spaniards are for that reason gaining upon the English people in intelligence, educational progress and culture.",passive,0
The year 1796 was Signalised by a most important event in the field of letters.,passive,0
"They were misled by our occasional and quite natural sighs for a sight of the quiet English landscape, and our joking remarks about the customs regulations.",passive,0
The use of too much cylinder oil is indicated by a blue smoke issuing from the exhaust.,passive,0
"As he sits studying over his misfortune, he is hailed by another fellow just his counterpart, hobbling across the floor with a pair of pants so long that they threaten to trip him at every step.",passive,0
"Abélard, the ascetic, was condemned by the satellites of Bacchus.",passive,0
"He was joined by others, who were living as outlaws in their own country, thus combining the cunning of the Indian with the Brigand spirit of the Mexican, forming an alliance more to be dreaded than the wily movements of the chieftain Osceola.",passive,0
"While Mr. gist, the surveyor of the Ohio company, was finding the boundaries of their territory, he was met by an old Delaware Sachem who asked him a very embarrassing question.",passive,0
"The synagogues were frequented by the most abandoned characters of both sexes, and dancers, actors, and Charioteers were largely drawn from the Jewish population.",passive,0
"It has been urged by well-known teachers that, for Sex-Instruction, pamphlets are better than books in that they do not hold the attention too long on topics that may be exciting to some young people.",passive,0
"I was struck by the gentleness of the handsome giant in handling the baby, and the tact he displayed in taking the Weeper in his arms, and directing his attention to a passing steamer.",passive,0
This duty and privilege is shared by all the males alike.,passive,0
Tulips have been grown from the seed by the millions.,passive,0
Varied opportunities in employment may be discovered by girls who are in earnest in finding the best work they can do.,passive,0
"The valleys are watered by mountain torrents, often diverted to irrigate the lands under tillage, as well as gardens and vine and olive plantations.",passive,0
The season for human cases is determined by the condition of the rats.,passive,0
"They had been taken by a British frigate from a recaptured prize, and shortly afterward the vessel had been found to be on fire.",passive,0
"It cannot be asserted by the human reason that the good will be rewarded, or the bad punished in a future world.",passive,0
"Other regiments of the Corps, which had preceded us, had been most Cordially received by the citizens, and most Hospitably entertained.",passive,0
"In the Southwest the horizon line was broken by a triple fold of deepest blue-black tones, the mark of headlands somewhere.",passive,0
This species has been reported by several authors for Indiana.,passive,0
"On the other hand, the circumstances that his sufferings were no more than a probation, and that they were followed by fabulous wealth and intensified happiness, are dismissed by the poet as wholly irrelevant to the question at issue.",passive,0
"Therefore, she reasoned, all men were so gripped by something.",passive,0
"J. Hodgson was also fatally shot through the chest by a bullet, which entered the trench through a crevice near a loophole.",passive,0
These baths are frequented by a great many people in the Cherry season.,passive,0
"Meanwhile the King is warned by a missive from an unknown hand, not to appear at the ball, but he Disregards it.",passive,0
The walls of the ovens of these ranges are surrounded by insulating materials.,passive,0
"He was Decoyed to that flat by some woman, probably, who knew that nobody was in it, and was there murdered.",passive,0
The previous eight days are spent by the women and children in collecting Bamboos on which to hang Garlands of leaves and flowers.,passive,0
Chopin during the last years of his life was possessed by a melancholy which went as far as insanity.,passive,0
In answer to his knock the door was opened by a tall red-haired matron wearing a kitchen apron over her black stuff dress.,passive,0
"The hatred of the Baron toward the English would now be heightened by the daring act of insult to the arms of Austria, and this would give a pretext for any deed of violence which might be wrought.",passive,0
"The ascent is made by rail, or horseback, or on foot, as one may prefer.",passive,0
The lordship of Groton had been assigned to him by his father.,passive,0
The age was characterised by the eloquence of Bossuet.,passive,0
"Finally a diversion was made by the arrival, long after the time when they should have put in an appearance, of a few members of the orchestra.",passive,0
"The mausoleum was built by Augustus, B.C . 27.",passive,0
The Seigneurial system was also strengthened by the fact that the boundaries of Seigneuries and parishes were usually the same.,passive,0
"In this opinion I am sustained by the views of a very distinguished member of the House of Representatives, who discussed the subject somewhat at length on the floor of the House when the Roberts case was considered by that body.",passive,0
"There, in spite of intense secret Curiosities, our lips were sealed by a peculiar Shyness.",passive,0
The cover was produced by the Transcriber and is placed in the public domain.,passive,0
"Cettinje, the capital of Montenegro, is occupied by the Austrians.",passive,0
"One Catholic woman, a member of the executive committee in a twilight sleep League of married and unmarried women, was killed in Brooklyn by the method in the summer of 1915.",passive,0
Now this has been denied by the Congress party but the intention was an open secret.,passive,0
"Some such opinion had been formed by the Inquisitors when they asked why the boy had been crucified rather than put to death in some other fashion, since his heart was all that was required for the enchantment.",passive,0
A small body of French sentinels was taken by surprise.,passive,0
"The list of contestants was read by the minister, and as each name was announced, there was a vigorous clapping of hands all over the House by the friends of each baby.",passive,0
"Another wise old Beaver, the head man of another lodge, was killed by a falling tree.",passive,0
Siddhartha was thus loved by everyone.,passive,0
A flock of Chickadees had been attracted by the smoke and the fire.,passive,0
Over five hundred and seventy-five men are employed by this organization.,passive,0
"Again, the decoration of white slip, equally common on Romano-British Fictile ware, is imitated by means of ‘ trailed Stringings ’ on glass, if indeed in this case the imitation is not in some measure the other Way—From glass to pottery.",passive,0
The resistance of a platinum wire Fuze might also be ascertained by means of a differential Galvanometer instead of a Wheatstone balance.,passive,0
"This realm is characterized by a beautiful, wonderful radiant Iridescent light.",passive,0
These two great operations were made possible by success in the battle of the Atlantic.,passive,0
The bridge was rendered even more dangerous by reason of the rather frail open wooden rails which flanked it right and left.,passive,0
Much of this credulity was even Consecrated by the name of science and profound speculation.,passive,0
